type,project_cost,number_of_workers,project_result
finance,109500000,52,Success
education,55500000,242,Success
tourism,8000000,80,Fail
tourism,28800000,211,Success
finance,139400000,156,Success
tourism,36300000,165,Success
education,46700000,91,Success
tourism,13400000,79,Success
education,27000000,193,Success
tourism,5900000,143,Success
tourism,20000000,235,Success
tourism,16700000,127,Success
education,11000000,112,Success
finance,30000000,163,Success
manufacturing,7800000,96,Success
tourism,11600000,232,Success
education,15000000,212,Success
tourism,6400000,87,Success
education,23800000,242,Success
tourism,1500000,56,Success
education,44900000,110,Success
finance,55000000,164,Success
tourism,6800000,186,Success
education,34000000,100,Success
tourism,5000000,65,Success
tourism,10600000,100,Success
tourism,4000000,182,Success
education,7300000,196,Success
tourism,1000000,107,Success
tourism,33000000,110,Success
finance,45000000,145,Success
tourism,41000000,93,Success
education,13800000,165,Success
tourism,14500000,96,Success
manufacturing,3000000,76,Success
education,22000000,117,Success
tourism,10500000,232,Success
tourism,10700000,190,Success
tourism,7000000,107,Success
tourism,25000000,212,Success
tourism,11600000,61,Success
tourism,9200000,83,Success
tourism,10000000,78,Success
tourism,8500000,133,Success
tourism,7500000,121,Success
tourism,2000000,112,Success
tourism,10500000,85,Success
tourism,6600000,122,Success
tourism,7300000,138,Success
tourism,5300000,128,Success
tourism,11500000,181,Success
tourism,6000000,79,Success
tourism,3700000,181,Success
tourism,500000,172,Success
tourism,6300000,113,Success
tourism,5400000,133,Success
tourism,1400000,175,Success
tourism,18300000,113,Success
finance,150000000,80,Success
tourism,1300000,228,Success
tourism,20000000,133,Fail
manufacturing,50000000,62,Fail
tourism,5200000,153,Fail
tourism,11600000,79,Fail
tourism,1700000,98,Success
tourism,4100000,156,Success
tourism,1200000,75,Success
tourism,41900000,67,Success
education,25200000,121,Fail
tourism,22300000,241,Success
tourism,25200000,174,Success
tourism,70000000,191,Success
education,51900000,110,Success
tourism,1400000,231,Success
tourism,85500000,146,Success
tourism,35500000,131,Success
tourism,32400000,56,Success
tourism,31500000,96,Success
education,8500000,71,Success
tourism,6300000,247,Success
tourism,38600000,199,Success
tourism,34000000,162,Success
tourism,22000000,190,Success
finance,70000000,128,Fail
education,66300000,166,Success
tourism,155000000,228,Success
tourism,50000000,130,Fail
education,132500000,199,Success
tourism,10000000,113,Success
tourism,125000000,224,Success
manufacturing,10000000,246,Success
tourism,15000000,60,Success
education,25000000,127,Success
tourism,25700000,186,Success
tourism,3700000,188,Success
tourism,36100000,71,Success
education,12000000,123,Success
tourism,7000000,226,Success
education,55000000,210,Success
tourism,68600000,68,Success
tourism,16000000,247,Success
education,40000000,82,Success
tourism,16000000,125,Success
tourism,10300000,207,Success
tourism,20000000,141,Success
tourism,10000000,207,Success
tourism,40000000,157,Success
tourism,12000000,204,Success
tourism,12800000,172,Success
tourism,17800000,113,Success
education,45000000,124,Success
tourism,11500000,164,Success
tourism,18000000,213,Success
tourism,5700000,122,Success
education,15000000,68,Success
tourism,11500000,154,Success
tourism,20000000,92,Success
tourism,2300000,117,Success
manufacturing,11500000,217,Success
tourism,20500000,52,Success
tourism,10000000,77,Success
tourism,12500000,150,Success
manufacturing,5000000,186,Success
tourism,13000000,237,Success
tourism,24000000,227,Success
tourism,12000000,104,Success
tourism,33000000,76,Success
tourism,14000000,111,Success
tourism,5600000,87,Success
tourism,22000000,101,Success
tourism,13600000,98,Success
tourism,9600000,171,Success
tourism,6000000,229,Success
tourism,1800000,171,Success
tourism,30000000,70,Success
tourism,15300000,185,Success
tourism,5000000,88,Success
tourism,9600000,250,Success
tourism,8000000,73,Success
tourism,2800000,53,Success
tourism,4800000,237,Success
tourism,10000000,250,Success
tourism,2600000,226,Success
tourism,5000000,244,Success
education,11400000,61,Success
tourism,6700000,178,Success
tourism,1800000,236,Success
education,13500000,146,Success
tourism,10000000,87,Success
tourism,20000000,199,Success
tourism,15500000,226,Success
tourism,5000000,79,Success
manufacturing,4000000,216,Success
tourism,12000000,51,Success
tourism,8000000,217,Success
tourism,10700000,200,Success
tourism,6000000,112,Success
tourism,13800000,190,Success
education,10000000,190,Success
tourism,13000000,224,Success
tourism,6300000,246,Success
manufacturing,7000000,215,Success
tourism,7000000,172,Success
tourism,27500000,227,Success
tourism,1800000,146,Success
tourism,4000000,184,Success
tourism,6000000,50,Success
manufacturing,4000000,134,Success
education,2900000,119,Success
tourism,5600000,222,Success
tourism,7200000,88,Success
manufacturing,1000000,128,Success
tourism,1200000,60,Success
education,4700000,172,Success
education,7400000,194,Success
tourism,3600000,176,Success
tourism,1000000,245,Success
tourism,3300000,101,Success
tourism,1132200000,174,Success
tourism,12300000,222,Success
tourism,10000000,165,Fail
tourism,129000000,64,Success
tourism,14300000,61,Success
tourism,11000000,159,Success
tourism,20400000,50,Success
tourism,2414800000,62,Success
tourism,22100000,166,Success
tourism,25200000,147,Success
manufacturing,25300000,69,Success
tourism,16000000,187,Success
tourism,9800000,82,Success
tourism,3500000,52,Success
education,10000000,144,Success
tourism,15200000,135,Success
tourism,10000000,242,Success
tourism,6000000,102,Success
manufacturing,4000000,57,Success
tourism,6000000,198,Success
tourism,9000000,140,Success
tourism,7500000,139,Success
tourism,6000000,179,Success
manufacturing,2500000,75,Success
tourism,5500000,60,Success
tourism,4000000,198,Success
tourism,5600000,74,Success
tourism,4100000,67,Success
tourism,40000000,247,Fail
tourism,52100000,128,Success
tourism,36000000,90,Success
tourism,157000000,95,Success
tourism,49200000,132,Success
tourism,61100000,165,Success
tourism,48700000,66,Success
tourism,55000000,234,Fail
tourism,6000000,111,Success
tourism,39700000,192,Success
tourism,24200000,148,Success
tourism,100000000,76,Success
tourism,53700000,146,Success
tourism,5000000,126,Success
tourism,28920000,80,Success
tourism,20000000,74,Fail
tourism,376000000,191,Fail
tourism,60500000,140,Success
tourism,798900000,158,Success
tourism,105000000,116,Fail
tourism,19400000,130,Success
tourism,216700000,148,Success
tourism,31000000,162,Success
tourism,30000000,118,Fail
tourism,30000000,209,Fail
tourism,50000000,206,Fail
finance,104800000,184,Success
tourism,65500000,156,Success
tourism,25100000,203,Success
manufacturing,15000000,178,Success
tourism,100000000,155,Success
tourism,75000000,237,Success
tourism,46800000,222,Success
tourism,83800000,150,Success
tourism,6000000,215,Success
tourism,155000000,60,Success
manufacturing,20800000,75,Success
manufacturing,6000000,217,Success
tourism,40700000,153,Success
tourism,60000000,117,Fail
education,41300000,124,Success
tourism,120000000,63,Success
tourism,20000000,239,Success
tourism,11500000,184,Success
tourism,12200000,156,Success
tourism,37500000,192,Success
tourism,47900000,186,Success
tourism,28000000,184,Success
tourism,102000000,172,Success
tourism,19600000,58,Success
tourism,6000000,70,Success
education,32600000,89,Success
education,90000000,142,Success
tourism,95000000,104,Success
tourism,24500000,216,Success
tourism,6000000,161,Success
tourism,29000000,121,Success
tourism,12000000,154,Success
finance,130900000,74,Success
education,15000000,169,Success
education,23000000,221,Success
tourism,4000000,212,Success
education,44700000,106,Success
education,37500000,134,Success
manufacturing,22000000,246,Success
education,58000000,234,Success
tourism,40000000,228,Success
manufacturing,35000000,125,Success
tourism,4500000,78,Success
tourism,40000000,111,Success
finance,55000000,142,Success
manufacturing,30000000,216,Success
tourism,10000000,144,Success
tourism,6500000,66,Success
tourism,46000000,192,Success
education,90000000,158,Success
tourism,9000000,150,Success
education,20000000,203,Success
tourism,27000000,83,Success
tourism,72000000,166,Success
education,13000000,99,Success
education,30000000,195,Success
education,50000000,110,Success
tourism,23000000,120,Success
manufacturing,10000000,189,Success
tourism,8000000,70,Success
education,17000000,198,Success
manufacturing,20000000,175,Success
tourism,40000000,194,Success
tourism,25000000,167,Success
tourism,20000000,103,Success
manufacturing,25000000,188,Success
education,35000000,94,Success
tourism,63000000,186,Success
tourism,10000000,180,Success
manufacturing,10000000,59,Success
education,16000000,250,Success
finance,30000000,218,Success
tourism,20000000,95,Success
tourism,20000000,213,Success
manufacturing,15000000,183,Success
tourism,29000000,165,Success
education,12000000,101,Success
manufacturing,5000000,175,Success
tourism,10400000,90,Success
tourism,21500000,171,Success
tourism,6000000,236,Success
tourism,22000000,186,Success
tourism,29000000,147,Success
education,8300000,72,Success
tourism,12600000,178,Success
tourism,23000000,207,Success
tourism,23500000,106,Success
tourism,6100000,182,Success
tourism,2600000,232,Success
tourism,3600000,96,Success
tourism,10700000,166,Success
tourism,2100000,115,Success
tourism,5300000,222,Success
tourism,7000000,230,Success
manufacturing,3600000,106,Success
tourism,3000000,183,Success
tourism,4500000,189,Success
tourism,2800000,113,Success
tourism,8400000,119,Success
education,5600000,116,Success
tourism,6200000,62,Success
tourism,52000000,101,Success
tourism,234600000,140,Success
tourism,15800000,148,Success
tourism,7900000,147,Success
education,30000000,66,Fail
tourism,17700000,92,Success
tourism,100000000,216,Success
tourism,40000000,85,Fail
tourism,240000000,91,Success
tourism,50000000,187,Fail
tourism,60800000,143,Success
tourism,44600000,225,Success
tourism,2200000,59,Success
education,45500000,192,Success
tourism,17000000,73,Success
tourism,19500000,88,Success
education,79700000,94,Success
tourism,754000000,76,Success
tourism,150000000,179,Success
tourism,235000000,52,Success
tourism,80000000,84,Success
tourism,100000000,171,Success
finance,177900000,141,Success
education,61000000,106,Fail
education,34000000,237,Success
education,30000000,248,Fail
education,110000000,138,Success
education,21900000,106,Success
education,66000000,184,Success
education,11900000,194,Success
tourism,20000000,170,Fail
tourism,80000000,94,Success
education,24500000,127,Success
tourism,126000000,216,Success
tourism,22200000,82,Success
finance,250000000,134,Success
tourism,13400000,122,Success
manufacturing,30000000,122,Success
tourism,31300000,210,Success
education,30000000,228,Fail
finance,250700000,64,Success
tourism,32200000,244,Success
tourism,16000000,115,Success
education,43000000,168,Success
tourism,51000000,206,Success
finance,150000000,168,Success
tourism,101500000,186,Success
tourism,13000000,199,Success
education,100000000,136,Success
tourism,33000000,189,Success
tourism,24000000,206,Success
tourism,9400000,236,Success
manufacturing,14200000,121,Success
manufacturing,12600000,187,Success
tourism,18000000,200,Success
tourism,7600000,185,Success
education,16000000,233,Success
tourism,33000000,129,Success
tourism,23000000,65,Success
education,29000000,138,Success
tourism,20000000,138,Success
education,44000000,153,Success
tourism,20000000,140,Success
tourism,43000000,153,Success
tourism,20000000,226,Success
manufacturing,5600000,236,Success
manufacturing,8000000,150,Success
tourism,9000000,137,Success
education,9700000,232,Success
tourism,2200000,199,Success
tourism,5000000,242,Success
tourism,20000000,79,Success
tourism,31000000,202,Success
education,25000000,187,Success
tourism,2600000,205,Success
tourism,7500000,195,Success
tourism,8400000,176,Success
tourism,17500000,59,Success
tourism,20500000,97,Success
tourism,7000000,61,Success
tourism,11000000,124,Success
tourism,7500000,112,Success
tourism,17100000,127,Success
tourism,5800000,120,Success
tourism,1900000,65,Success
tourism,7000000,199,Fail
tourism,7400000,51,Success
tourism,42500000,174,Success
finance,100000,111,Success
tourism,8100000,240,Success
education,20000000,236,Fail
tourism,35000000,167,Success
finance,26000000,224,Success
tourism,16800000,158,Success
tourism,31500000,173,Success
education,19500000,175,Success
tourism,12900000,198,Fail
tourism,9000000,136,Success
tourism,24600000,54,Success
tourism,30000000,127,Fail
tourism,20800000,235,Success
tourism,20000000,111,Fail
education,40000000,243,Success
education,18400000,200,Success
tourism,4500000,72,Success
tourism,81700000,242,Success
tourism,14500000,187,Success
finance,65000000,178,Success
education,14600000,178,Success
tourism,19700000,63,Success
education,8000000,57,Success
education,55000000,245,Success
finance,65000000,152,Fail
tourism,50000000,247,Success
education,9000000,78,Success
tourism,55000000,212,Success
tourism,20000000,95,Success
tourism,102500000,172,Success
tourism,150000000,183,Success
education,7500000,86,Success
tourism,9800000,193,Success
finance,25000000,146,Success
tourism,3900000,155,Success
tourism,6600000,224,Success
tourism,9500000,55,Success
tourism,8000000,131,Success
tourism,10700000,145,Success
education,28000000,141,Success
tourism,8000000,96,Success
tourism,13000000,204,Success
education,11000000,237,Success
manufacturing,19000000,176,Success
tourism,28500000,183,Success
tourism,17500000,208,Success
education,13000000,119,Success
